Facility Name,Site Address,Last Inspection Date,Colour Posting,url_entity_partial,category,Type,Legislation,Status,Offence Date,Description,Status Updated,url_entity_full
Opa! of Greece,Opa! of 735 Wonderland Rd N  London ON N6H 4L1,03/26/2024,,location.href = '/Portal/Facility/Details/d1357653-85e2-4387-bf21-516dac2a942b' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d1357653-85e2-4387-bf21-516dac2a942b
McDonald's (Walmart),330 Clarke Rd  London ON N5W 5N4,03/26/2024,,location.href = '/Portal/Facility/Details/79414a2c-67b3-4903-bee3-7818a60be640' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/79414a2c-67b3-4903-bee3-7818a60be640
Jewel Of India,390 Richmond St  London ON N6A 3C7,03/25/2024,,location.href = '/Portal/Facility/Details/bdd58224-51c8-461f-96ab-6fb7e7d6ecea' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/bdd58224-51c8-461f-96ab-6fb7e7d6ecea
Wendy's,1980 Hyde Park Rd  London ON N6H 5L9,03/25/2024,,location.href = '/Portal/Facility/Details/9b39462a-e0ed-4cce-9dfe-0558fa38f0a7' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/9b39462a-e0ed-4cce-9dfe-0558fa38f0a7
Portuguese Canadian Club,375 York St  Strathroy ON N7G 3T6,03/25/2024,,location.href = '/Portal/Facility/Details/e6f8be7f-c258-42e1-a960-0941686a893e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e6f8be7f-c258-42e1-a960-0941686a893e
Subway,265 Oxford St E  London ON N6A 1V2,03/25/2024,,location.href = '/Portal/Facility/Details/dfbffa47-b00f-4bb7-964e-e9c459dc162a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/dfbffa47-b00f-4bb7-964e-e9c459dc162a
The Burger's Priest,647 Wellington Rd  London ON N6C 4R4,03/25/2024,,location.href = '/Portal/Facility/Details/e0dd3546-033b-4876-b1a5-7033f4b2bcc7' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e0dd3546-033b-4876-b1a5-7033f4b2bcc7
Gozen,11A-760 Hyde Park Rd  London ON N6H 5W9,03/25/2024,,location.href = '/Portal/Facility/Details/350a32d9-b9d4-4a98-b336-ebd8470c63d3' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/350a32d9-b9d4-4a98-b336-ebd8470c63d3
Notre Dame Variety Plus,13-725 Notre Dame Dr  London ON N6J 3V5,03/25/2024,,location.href = '/Portal/Facility/Details/22ed85b6-3c39-412d-82d6-41a948f23656' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/22ed85b6-3c39-412d-82d6-41a948f23656
Eleven Sixty Bar & Grill,1160 Wellington Rd  London ON N6E1M3,03/25/2024,,location.href = '/Portal/Facility/Details/05e561f4-797b-4968-946d-8f08b53f6109' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/05e561f4-797b-4968-946d-8f08b53f6109
Remark Fresh Markets,1190 Oxford St W  London ON N6H 2N2,03/25/2024,,location.href = '/Portal/Facility/Details/6b76a9ec-4877-45fc-a295-d87c6b25f594' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6b76a9ec-4877-45fc-a295-d87c6b25f594
Pho Lee,1030 Adelaide St N  London ON N5Y 2M9,03/25/2024,,location.href = '/Portal/Facility/Details/7e313c64-b431-4a52-bdca-e12576efab09' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7e313c64-b431-4a52-bdca-e12576efab09
Strathroy District Collegiate Institute Teaching Kitchen,361 Second St  Strathroy ON N7G 3H8,03/25/2024,,location.href = '/Portal/Facility/Details/c1ff6da1-5bbc-42e3-828e-04d28d8ce466' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c1ff6da1-5bbc-42e3-828e-04d28d8ce466
Thai Cuisine & Wu Tong,1035 Gainsborough Rd  London ON N6H 5L4,03/25/2024,,location.href = '/Portal/Facility/Details/7c1de0d7-dba8-438c-8870-1bbc72943115' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7c1de0d7-dba8-438c-8870-1bbc72943115
Gigis Spice Corner,1761 Oxford St E  London ON N5V 2Z6,03/25/2024,,location.href = '/Portal/Facility/Details/03b70d5d-243f-4173-ab66-c99f489458cb' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/03b70d5d-243f-4173-ab66-c99f489458cb
Mino Sushi,110-1255 Kilally Rd  London ON N5Y 0B7,03/25/2024,,location.href = '/Portal/Facility/Details/70a1f818-8531-482b-bf9b-73c05ae190df' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/70a1f818-8531-482b-bf9b-73c05ae190df
Pizza Hut,105-1255 Kilally Rd  London ON N5Y 0B7,03/25/2024,,location.href = '/Portal/Facility/Details/e0cb0b89-c523-46d2-a31b-4c83a22227a1' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e0cb0b89-c523-46d2-a31b-4c83a22227a1
M & M Enterprise Variety Store,120 Metcalfe St W  Strathroy ON N7G 1M8,03/25/2024,,location.href = '/Portal/Facility/Details/ca0577ff-596d-4395-9617-3ba5c1a54888' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/ca0577ff-596d-4395-9617-3ba5c1a54888
Harvey's,1192 Highbury Ave  London ON N5Y 1A7,03/25/2024,,location.href = '/Portal/Facility/Details/d1ff54f2-3e90-4597-a391-c4bd58705575' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d1ff54f2-3e90-4597-a391-c4bd58705575
Ricco Concessions - West Middlesex Memorial Arena,334 Metcalfe St W  Strathroy ON N7G 3V5,03/25/2024,,location.href = '/Portal/Facility/Details/eed70169-ac33-49c3-897d-e884d0fca529' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/eed70169-ac33-49c3-897d-e884d0fca529
Lynn's Bakery & Deli,2190 Dundas St  London ON N5V 1R2,03/25/2024,,location.href = '/Portal/Facility/Details/9cecc6a9-a5ab-4a58-8f2f-477ad01ea4a9' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/9cecc6a9-a5ab-4a58-8f2f-477ad01ea4a9
808 Chicken House,11-1700 Hyde Park  London ON N6H 5L7,03/22/2024,,location.href = '/Portal/Facility/Details/114d6f87-212d-4468-8f24-5daad654ccea' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/114d6f87-212d-4468-8f24-5daad654ccea
Uncle Nick's Souvlaki/Mr. Choco Dessert House,670 First St  London ON N5V 2A2,03/22/2024,,location.href = '/Portal/Facility/Details/e4b4c242-7974-43c6-88d4-89f280f1e0c0' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e4b4c242-7974-43c6-88d4-89f280f1e0c0
Mac's Convenience,2030 Meadowgate Blvd  London ON N6M 1K1,03/22/2024,,location.href = '/Portal/Facility/Details/7abf1dae-a388-4325-875f-7e1376dc4254' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7abf1dae-a388-4325-875f-7e1376dc4254
Tandoori Star Inc,931 Oxford St E  London ON N5Y 3K1,03/22/2024,,location.href = '/Portal/Facility/Details/848bd80f-8a76-4a1d-9bcf-9ebc78b7cd78' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/848bd80f-8a76-4a1d-9bcf-9ebc78b7cd78
Taco Bell,4-1850 Adelaide St N  London ON N5X 4B7,03/22/2024,,location.href = '/Portal/Facility/Details/af25fd3f-c4ca-4554-83d6-e659d9b9d94b' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/af25fd3f-c4ca-4554-83d6-e659d9b9d94b
Royal Canadian Legion Br. 317,311 Oakland Ave  London ON N5W 4J5,03/22/2024,,location.href = '/Portal/Facility/Details/0d447935-a545-4f4f-9948-209eb9754afb' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/0d447935-a545-4f4f-9948-209eb9754afb
JEDAS Portuguese Market Cafe,65 Maitland Terrace  Strathroy ON N7G 1L2,03/22/2024,,location.href = '/Portal/Facility/Details/d559526e-0a33-4c7b-84ad-8de02e9b8180' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d559526e-0a33-4c7b-84ad-8de02e9b8180
Grocery & Sweet Bazaar,7-1100 Commissioners Rd  London ON N5Z 4W8,03/22/2024,,location.href = '/Portal/Facility/Details/dc91345b-b21b-4495-aaec-38da7cf1da14' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/dc91345b-b21b-4495-aaec-38da7cf1da14
Peppermoon Restaurant,1-1100 Commissioners Rd E  London ON N5Z 4W8,03/22/2024,,location.href = '/Portal/Facility/Details/1c9d9d61-b19a-48d1-bdf3-866a30358fd2' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/1c9d9d61-b19a-48d1-bdf3-866a30358fd2
Harvey's,2000 Dundas St E  London ON N5V 3Z1,03/22/2024,,location.href = '/Portal/Facility/Details/3d66fab7-6550-436e-b428-fc49df96595c' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/3d66fab7-6550-436e-b428-fc49df96595c
Coffee Culture,260 Dundas St  London ON N6A 1H3,03/22/2024,,location.href = '/Portal/Facility/Details/4280d52a-971c-416d-89f0-c4b6f518a0df' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4280d52a-971c-416d-89f0-c4b6f518a0df
Tia's Place,11 Front St W  Strathroy ON N7G 1X5,03/22/2024,,location.href = '/Portal/Facility/Details/a63ffea9-e0a3-49d0-92ea-bff8803ad6f7' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/a63ffea9-e0a3-49d0-92ea-bff8803ad6f7
Town and Country Family Restaurant,8&9-480 Sovereign Road  London Ontario N6M 1A4,03/22/2024,,location.href = '/Portal/Facility/Details/16e65a76-e7c6-4430-a9f9-4a0b745a4fa0' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/16e65a76-e7c6-4430-a9f9-4a0b745a4fa0
The Club House - The Factory,100 Kellogg Lane  London ON N5W 0B4,03/21/2024,,location.href = '/Portal/Facility/Details/1ebeed87-af8b-4d84-8975-ec7a622f4e56' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/1ebeed87-af8b-4d84-8975-ec7a622f4e56
Miku Japanese Grill,1-745 Fanshawe Park Rd W  London ON N6G 5B4,03/21/2024,,location.href = '/Portal/Facility/Details/0c1d40a9-fc91-4f45-8e20-2df201641270' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/0c1d40a9-fc91-4f45-8e20-2df201641270
Wong's Garden,2101 Aldersbrook Rd  London ON N6G 3X1,03/21/2024,,location.href = '/Portal/Facility/Details/53110033-6a9d-4daa-bf94-920e69a2c50a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/53110033-6a9d-4daa-bf94-920e69a2c50a
Players Sports Hub Bar & Grill,1749 Dundas St  London ON N5W 3E4,03/21/2024,,location.href = '/Portal/Facility/Details/232ef390-47a6-4833-859f-37e200db0656' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/232ef390-47a6-4833-859f-37e200db0656
Retal Foods,3-844 Wonderland Rd  London ON N6K 6T3,03/21/2024,,location.href = '/Portal/Facility/Details/8fc327ba-65fb-467b-bc4e-86a4cd2fe68a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/8fc327ba-65fb-467b-bc4e-86a4cd2fe68a
London Haveli,C2-795 Wonderland Rd S  London ON N6K 3C2,03/21/2024,,location.href = '/Portal/Facility/Details/6798c3f5-1eeb-48b9-a862-e373f5eaf1ae' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6798c3f5-1eeb-48b9-a862-e373f5eaf1ae
Nov 8th Sushi Galore,7-1422 Fanshawe Park Rd W  London ON N6G 0A4,03/21/2024,,location.href = '/Portal/Facility/Details/77620a63-c4ca-443f-ad42-4c05b0ee1140' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/77620a63-c4ca-443f-ad42-4c05b0ee1140
Tim Hortons,9919 Glendon Dr  Komoka ON N0L 1R0,03/21/2024,,location.href = '/Portal/Facility/Details/d3447f2c-7cbf-4e84-9734-edb161b68739' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d3447f2c-7cbf-4e84-9734-edb161b68739
Royal Paan,3A-1579 Oxford St E  London ON N5V 1W5,03/21/2024,,location.href = '/Portal/Facility/Details/a32ba774-03a7-4d48-81f3-3ad2bd93bd38' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/a32ba774-03a7-4d48-81f3-3ad2bd93bd38
Lee's Country Spot Restaurant,5209 Egremont Dr  Ilderton ON N0M 2A0,03/21/2024,,location.href = '/Portal/Facility/Details/19e18715-1624-48e2-87ea-6d58b44807e8' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/19e18715-1624-48e2-87ea-6d58b44807e8
Clock Tower Bistro,71 Frank St  Strathroy ON N7G 1Y5,03/21/2024,,location.href = '/Portal/Facility/Details/c8adf135-d988-4005-9ca6-6ea4662a5eec' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c8adf135-d988-4005-9ca6-6ea4662a5eec
Alibi Roadhouse,25 Oxford St W  London ON N6H 1R2,03/21/2024,,location.href = '/Portal/Facility/Details/fb3e1c52-6e55-4699-87ab-b61d9d0387eb' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/fb3e1c52-6e55-4699-87ab-b61d9d0387eb
Thorndale Lions Community Centre Kitchen,265 Queen St  Thorndale ON N0M 2P0,03/21/2024,,location.href = '/Portal/Facility/Details/ab9cf63c-c324-4299-ab96-106ae42c82ea' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/ab9cf63c-c324-4299-ab96-106ae42c82ea
Thorndale Optimist Club,Thorndale Fairgrounds-21737 Fairview Rd  Thorndale ON N0M 2P0,03/21/2024,,location.href = '/Portal/Facility/Details/076ee644-9000-4078-9292-2abc4e1075b4' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/076ee644-9000-4078-9292-2abc4e1075b4
Del-Mar Restaurant,1677 Dundas St  London ON N5W 3C6,03/21/2024,,location.href = '/Portal/Facility/Details/4bd0a11e-a311-4dea-b4af-e4d3fa2aa882' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4bd0a11e-a311-4dea-b4af-e4d3fa2aa882
Bellamere Winery,1260 Gainsborough Rd  London ON N6H 5K8,03/21/2024,,location.href = '/Portal/Facility/Details/4ceaf8b9-a4ea-428e-8995-08cb50879607' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4ceaf8b9-a4ea-428e-8995-08cb50879607
Dorchester Community Centre - Nursery Kitchen,4305 Hamilton Rd  Dorchester ON N0L 1G3,03/21/2024,,location.href = '/Portal/Facility/Details/5ebca8c5-7de3-4a28-bcb7-76608a4debdc' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/5ebca8c5-7de3-4a28-bcb7-76608a4debdc
East Village Market - Unique Choice,11-630 Dundas St  London ON N5W 2Y8,03/21/2024,,location.href = '/Portal/Facility/Details/ed36b476-24fc-432a-8879-675e319b205c' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/ed36b476-24fc-432a-8879-675e319b205c
Appin BBQ Service and Catering,5959 Glendon Dr  Appin ON N0L 1A0,03/21/2024,,location.href = '/Portal/Facility/Details/22c434fd-2b37-46bd-9906-5f0fc89203cf' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/22c434fd-2b37-46bd-9906-5f0fc89203cf
Voula's Diner,4-125 Clarke Rd  London ON N5W 5W1,03/21/2024,,location.href = '/Portal/Facility/Details/47c3e443-de9b-4b96-b125-a96603203009' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/47c3e443-de9b-4b96-b125-a96603203009
Malibu Restaurant,1622 Dundas St  London ON N6W 3C4,03/21/2024,,location.href = '/Portal/Facility/Details/2423fc72-aa12-43dc-ad53-5159bfe79495' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/2423fc72-aa12-43dc-ad53-5159bfe79495
Twin Dem Kitchen,8-1286 Jalna Blvd  London ON N6E 2R6,03/20/2024,,location.href = '/Portal/Facility/Details/5f48dc0d-147a-4745-9407-b5f432736356' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/5f48dc0d-147a-4745-9407-b5f432736356
Wok Box Fresh Asian Kitchen,2-3099 Wonderland Rd S  London ON N6L 1R4,03/20/2024,,location.href = '/Portal/Facility/Details/df3911e0-b117-496c-b8c5-42d2af6c602d' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/df3911e0-b117-496c-b8c5-42d2af6c602d
Royal Canadian Legion 598 - Delaware,11577 Longwoods Rd  Delaware ON N0L 1E0,03/20/2024,,location.href = '/Portal/Facility/Details/d936daa9-3d87-4a34-a18f-c36ff809bc37' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d936daa9-3d87-4a34-a18f-c36ff809bc37
Noodlebox,45-1299 Oxford St E  London ON N5Y 4W5,03/20/2024,,location.href = '/Portal/Facility/Details/76dc1646-df3a-4e32-9771-4152b502f5e4' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/76dc1646-df3a-4e32-9771-4152b502f5e4
KFC / Taco Bell,1105 Wellington Rd  London ON N6E 1V4,03/20/2024,,location.href = '/Portal/Facility/Details/04190486-91bf-4928-b476-355b4c29ef27' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/04190486-91bf-4928-b476-355b4c29ef27
London Ale House,288 Dundas St  London ON N6B 1T6,03/20/2024,,location.href = '/Portal/Facility/Details/4a854faa-bfeb-4fc9-a7c3-62174a48dcfe' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4a854faa-bfeb-4fc9-a7c3-62174a48dcfe
Mr. Cool Ice Cream,Mobile,03/20/2024,,location.href = '/Portal/Facility/Details/6a9a4028-2af2-498b-a315-bbfc0b09d0bb' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6a9a4028-2af2-498b-a315-bbfc0b09d0bb
Thuan Thanh Vietnamese Restaurant,6-7-1472 Huron St  London ON N5V 2G5,03/20/2024,,location.href = '/Portal/Facility/Details/1ed2db93-acee-4708-9b9b-02686025b661' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/1ed2db93-acee-4708-9b9b-02686025b661
Cupbop Plus,1131 Richmond St  London ON N6A 3K6,03/20/2024,,location.href = '/Portal/Facility/Details/ffd4ffd2-6ee1-4d18-96d9-81ee60b2cded' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/ffd4ffd2-6ee1-4d18-96d9-81ee60b2cded
Canco Petroleum,395 Main St  Lucan ON N0M 2J0,03/20/2024,,location.href = '/Portal/Facility/Details/ea16a97f-77e8-4fd4-b94d-867492142e5f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/ea16a97f-77e8-4fd4-b94d-867492142e5f
Village Catering,22254 Cherry Hill Rd  Thorndale ON N0M 2P0,03/20/2024,,location.href = '/Portal/Facility/Details/d1a6dccb-90a4-4d79-a226-355050929ed7' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d1a6dccb-90a4-4d79-a226-355050929ed7
Abe's in Byron,431 Boler Rd  London ON N6K 2K8,03/20/2024,,location.href = '/Portal/Facility/Details/8443fe87-5ca1-4eea-a149-92da44eb9920' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/8443fe87-5ca1-4eea-a149-92da44eb9920
Lady Rosa Family Restaurant,768 Hamilton Rd  London ON N5Z 1T9,03/19/2024,,location.href = '/Portal/Facility/Details/44aa0edf-5264-42dd-a26c-e46dee4e84f7' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/44aa0edf-5264-42dd-a26c-e46dee4e84f7
Kothur Indian Cuisine,778 Hamilton Rd  London ON N5Z 1T9,03/19/2024,,location.href = '/Portal/Facility/Details/e96f3cf8-5786-4a46-b76b-de6218923095' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e96f3cf8-5786-4a46-b76b-de6218923095
Five Guys Burgers & Fries,1041 Wellington Rd S  London ON N6E 1W4,03/19/2024,,location.href = '/Portal/Facility/Details/fd98fa94-9c74-411b-bd02-5060ee9f932f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/fd98fa94-9c74-411b-bd02-5060ee9f932f
Tasca Piri Piri,770 Hamilton Rd  London ON N5Z 1T9,03/19/2024,,location.href = '/Portal/Facility/Details/7f4d83c4-bbab-4283-8d10-51d0fbcf9cfa' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7f4d83c4-bbab-4283-8d10-51d0fbcf9cfa
Thuan Kieu Vietnamese Restaurant,1275 Highbury Ave N  London ON N5Y 1A8,03/19/2024,,location.href = '/Portal/Facility/Details/a36e1484-9a17-4851-9d09-0bed4029eb97' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/a36e1484-9a17-4851-9d09-0bed4029eb97
A & W,3425 Colonel Talbot Rd  London ON N6P 1H6,03/19/2024,,location.href = '/Portal/Facility/Details/3770afaa-7e47-45a1-80fa-cd68ea46fb04' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/3770afaa-7e47-45a1-80fa-cd68ea46fb04
Villa Madina,1105 Wellington Rd  London ON N6E 1V4,03/19/2024,,location.href = '/Portal/Facility/Details/770c7744-9af6-4024-955f-9e62bce87d39' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/770c7744-9af6-4024-955f-9e62bce87d39
Jersey Mike's Subs,850 Wellington Rd  London ON N6E 1L9,03/19/2024,,location.href = '/Portal/Facility/Details/303141cd-62c9-4794-8bf2-0eeea7c387be' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/303141cd-62c9-4794-8bf2-0eeea7c387be
Gino's Pizza,6-1120 Wellington Rd  London ON N6E 1M2,03/19/2024,,location.href = '/Portal/Facility/Details/463ca7aa-e8a3-4e2a-9dcc-046e9f6c93f3' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/463ca7aa-e8a3-4e2a-9dcc-046e9f6c93f3
Eastside Bar & Grill,750 Hamilton Rd  London ON N5Z 1T7,03/19/2024,,location.href = '/Portal/Facility/Details/aa696859-f309-41dd-a2dd-06a75248f743' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/aa696859-f309-41dd-a2dd-06a75248f743
Daal Roti,115-1251 Huron St  London ON N5Y 4V1,03/19/2024,,location.href = '/Portal/Facility/Details/dc1f5abe-9af7-419a-b1dd-a0ae370a16a3' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/dc1f5abe-9af7-419a-b1dd-a0ae370a16a3
Mac's Sushi,1105 Wellington Rd  London ON N6E 1V4,03/19/2024,,location.href = '/Portal/Facility/Details/6acd86f3-2e1d-49f5-abd3-0989eb81cb83' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6acd86f3-2e1d-49f5-abd3-0989eb81cb83
RA Pizza and Shake Therapy,201-10166 Glendon Dr  Komoka ON N0L 1R0,03/19/2024,,location.href = '/Portal/Facility/Details/7e4a266f-3612-42d1-8c78-592159f83002' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7e4a266f-3612-42d1-8c78-592159f83002
Southside Grill,794 Exeter Rd  London ON N6E 1L5,03/19/2024,,location.href = '/Portal/Facility/Details/77557966-804c-41d7-87d1-39058c00fdbc' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/77557966-804c-41d7-87d1-39058c00fdbc
Bar Burrito,401-10166 Glendon Dr  Komoka ON N0L 1R0,03/19/2024,,location.href = '/Portal/Facility/Details/b2403254-187d-4e22-ad71-ce96b0d5571e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/b2403254-187d-4e22-ad71-ce96b0d5571e
New York Fries,168-1105 Wellington Rd  London ON N6E 1V4,03/19/2024,,location.href = '/Portal/Facility/Details/dfd3a412-7a6a-493b-bdd6-6d061ffc5b73' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/dfd3a412-7a6a-493b-bdd6-6d061ffc5b73
Subway,1105 Wellington Rd  London ON N6E 1V4,03/19/2024,,location.href = '/Portal/Facility/Details/4621de5c-7b8a-4f90-86cc-4d86f921464d' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4621de5c-7b8a-4f90-86cc-4d86f921464d
Moose Lodge,35 Charterhouse Cres  London ON N5W 5V3,03/19/2024,,location.href = '/Portal/Facility/Details/c1877333-48e5-43ce-809d-1785d6e1195f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c1877333-48e5-43ce-809d-1785d6e1195f
The Sticky Pudding Catering Company,114-4026 Meadowbrook Dr  London ON N6L 1C6,03/19/2024,,location.href = '/Portal/Facility/Details/f5357ece-68be-424c-a3f1-8f54a65c8ca5' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/f5357ece-68be-424c-a3f1-8f54a65c8ca5
Mark's Fine Meats,D04-130 King St  London ON N6A 1C5,03/19/2024,,location.href = '/Portal/Facility/Details/795fadf3-765d-410b-bc91-9f460a83d217' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/795fadf3-765d-410b-bc91-9f460a83d217
Hillside Restaurant,26 Kilworth Park Dr  Komoka ON N0L 1R0,03/19/2024,,location.href = '/Portal/Facility/Details/a7b58aca-995a-47e1-8af7-750e697f8bd6' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/a7b58aca-995a-47e1-8af7-750e697f8bd6
La Parrillada Grill,C-7B-130 King St  London ON N6A 1C5,03/19/2024,,location.href = '/Portal/Facility/Details/eb2e74be-9c44-42ae-81b3-58b79636e993' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/eb2e74be-9c44-42ae-81b3-58b79636e993
Donya Kebab,3-647 Wellington Rd S  London ON N6C 4R4,03/19/2024,,location.href = '/Portal/Facility/Details/7904b860-415d-419b-92fa-5de5aa9a0ddd' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7904b860-415d-419b-92fa-5de5aa9a0ddd
New Delhi Deli,C06-130 King St  London ON N6A 1C5,03/19/2024,,location.href = '/Portal/Facility/Details/8e233ae3-9da8-4cb0-be94-142c524ab55b' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/8e233ae3-9da8-4cb0-be94-142c524ab55b
Sweet Life Candy & Pop Shop,11 & 12-90 Charterhouse Cres  London ON N5W 5V5,03/19/2024,,location.href = '/Portal/Facility/Details/11ef4d37-c218-4702-828b-08efc821f4f6' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/11ef4d37-c218-4702-828b-08efc821f4f6
