Inspection Type,Inspection Date,url_inspection,url_inspection_full,url_entity_full
Required,16-Feb-2023,location.href = '/disclosure/Inspection/Details/a3663fb7-e26b-4e2d-a6ee-69509c46ee2f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a3663fb7-e26b-4e2d-a6ee-69509c46ee2f,https://disclosure55.wechu.org/disclosure/Facility/Details/732c13a4-e477-4241-980d-1fd17f954b0e
Required,28-Mar-2024,location.href = '/disclosure/Inspection/Details/50a8fac7-c8fa-4ddd-90d6-ab6d4f4b2a85' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/50a8fac7-c8fa-4ddd-90d6-ab6d4f4b2a85,https://disclosure55.wechu.org/disclosure/Facility/Details/82bc26c6-732f-44ba-ba2a-23d3441e7c58
Required,11-Sep-2023,location.href = '/disclosure/Inspection/Details/4373c492-f923-4b86-831f-9bddbe0382c4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4373c492-f923-4b86-831f-9bddbe0382c4,https://disclosure55.wechu.org/disclosure/Facility/Details/82bc26c6-732f-44ba-ba2a-23d3441e7c58
Required,27-Apr-2023,location.href = '/disclosure/Inspection/Details/ce0d29b3-629c-4c7a-8ade-3b8619b4689c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ce0d29b3-629c-4c7a-8ade-3b8619b4689c,https://disclosure55.wechu.org/disclosure/Facility/Details/82bc26c6-732f-44ba-ba2a-23d3441e7c58
Required,16-Jun-2022,location.href = '/disclosure/Inspection/Details/50d04121-27cc-454a-9d40-d323f3537720' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/50d04121-27cc-454a-9d40-d323f3537720,https://disclosure55.wechu.org/disclosure/Facility/Details/82bc26c6-732f-44ba-ba2a-23d3441e7c58
Required,08-Feb-2023,location.href = '/disclosure/Inspection/Details/3850f36e-dba7-4c46-b335-41580f17edf8' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3850f36e-dba7-4c46-b335-41580f17edf8,https://disclosure55.wechu.org/disclosure/Facility/Details/2ce5d3ca-cdaa-4028-af79-29f9b14f3f99
Required,12-Mar-2024,location.href = '/disclosure/Inspection/Details/018d4930-58c4-443d-9ca0-fd4f738312ec' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/018d4930-58c4-443d-9ca0-fd4f738312ec,https://disclosure55.wechu.org/disclosure/Facility/Details/f8147ebe-cbb7-4b0d-aa2c-0b03abad7f5f
Re-Inspection,12-Dec-2023,location.href = '/disclosure/Inspection/Details/85e288c4-b497-4116-bb8e-0eae7fe08116' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/85e288c4-b497-4116-bb8e-0eae7fe08116,https://disclosure55.wechu.org/disclosure/Facility/Details/f8147ebe-cbb7-4b0d-aa2c-0b03abad7f5f
Required,05-Dec-2023,location.href = '/disclosure/Inspection/Details/b75cf5ba-3226-4afd-beea-1293c5537fec' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b75cf5ba-3226-4afd-beea-1293c5537fec,https://disclosure55.wechu.org/disclosure/Facility/Details/f8147ebe-cbb7-4b0d-aa2c-0b03abad7f5f
Required,15-Feb-2023,location.href = '/disclosure/Inspection/Details/19a934a4-4754-4b8e-be2c-7866befdbe9b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/19a934a4-4754-4b8e-be2c-7866befdbe9b,https://disclosure55.wechu.org/disclosure/Facility/Details/f8147ebe-cbb7-4b0d-aa2c-0b03abad7f5f
Required,19-Jul-2022,location.href = '/disclosure/Inspection/Details/c9ad1774-2ef8-4ad3-9b08-2197a3f9fe0c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c9ad1774-2ef8-4ad3-9b08-2197a3f9fe0c,https://disclosure55.wechu.org/disclosure/Facility/Details/f8147ebe-cbb7-4b0d-aa2c-0b03abad7f5f
Required,03-Feb-2023,location.href = '/disclosure/Inspection/Details/dbc487aa-6293-446c-ab9b-b4851bb19dd9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/dbc487aa-6293-446c-ab9b-b4851bb19dd9,https://disclosure55.wechu.org/disclosure/Facility/Details/2b5ab897-01e8-4fcb-afcf-07f98092019b
Required,08-Feb-2023,location.href = '/disclosure/Inspection/Details/34cbe5dc-d423-4668-9f3d-c17bab2e1523' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/34cbe5dc-d423-4668-9f3d-c17bab2e1523,https://disclosure55.wechu.org/disclosure/Facility/Details/56897e4b-312c-4be7-bac9-0065f6ac896c
Re-Inspection,09-Apr-2024,location.href = '/disclosure/Inspection/Details/5ecdaceb-074b-4615-b264-42311bdbe00c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5ecdaceb-074b-4615-b264-42311bdbe00c,https://disclosure55.wechu.org/disclosure/Facility/Details/8ee80d29-6269-4cfd-af6e-33c0de5a21dd
Required,04-Apr-2024,location.href = '/disclosure/Inspection/Details/e32cbdc6-7084-43de-9d79-3d6adeaf1ab0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e32cbdc6-7084-43de-9d79-3d6adeaf1ab0,https://disclosure55.wechu.org/disclosure/Facility/Details/8ee80d29-6269-4cfd-af6e-33c0de5a21dd
Required,19-Dec-2023,location.href = '/disclosure/Inspection/Details/d90374b1-4eba-4655-badf-b4ad6805272c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d90374b1-4eba-4655-badf-b4ad6805272c,https://disclosure55.wechu.org/disclosure/Facility/Details/8ee80d29-6269-4cfd-af6e-33c0de5a21dd
Required,29-Jun-2023,location.href = '/disclosure/Inspection/Details/3e2e8ada-69fb-4f1c-b9bb-18e0e4eb9c75' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3e2e8ada-69fb-4f1c-b9bb-18e0e4eb9c75,https://disclosure55.wechu.org/disclosure/Facility/Details/8ee80d29-6269-4cfd-af6e-33c0de5a21dd
Required,21-Oct-2022,location.href = '/disclosure/Inspection/Details/d263d0fd-5d40-4c1c-b060-e82c4ebd7b25' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d263d0fd-5d40-4c1c-b060-e82c4ebd7b25,https://disclosure55.wechu.org/disclosure/Facility/Details/8ee80d29-6269-4cfd-af6e-33c0de5a21dd
Required,08-Jan-2024,location.href = '/disclosure/Inspection/Details/22dbc9e7-6997-4460-b01c-44bad40eef8e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/22dbc9e7-6997-4460-b01c-44bad40eef8e,https://disclosure55.wechu.org/disclosure/Facility/Details/4d091fe3-e16c-48d3-bed5-5c5d9875a4bd
Required,18-Oct-2023,location.href = '/disclosure/Inspection/Details/c6978503-64f0-47ee-b434-60290936c126' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c6978503-64f0-47ee-b434-60290936c126,https://disclosure55.wechu.org/disclosure/Facility/Details/4d091fe3-e16c-48d3-bed5-5c5d9875a4bd
Required,17-Jan-2023,location.href = '/disclosure/Inspection/Details/11f3d849-1dee-4eb7-b2ab-b59e95d97548' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/11f3d849-1dee-4eb7-b2ab-b59e95d97548,https://disclosure55.wechu.org/disclosure/Facility/Details/4d091fe3-e16c-48d3-bed5-5c5d9875a4bd
Required,27-Sep-2022,location.href = '/disclosure/Inspection/Details/111b9ecf-60dc-4779-a969-6a9c878039e7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/111b9ecf-60dc-4779-a969-6a9c878039e7,https://disclosure55.wechu.org/disclosure/Facility/Details/4d091fe3-e16c-48d3-bed5-5c5d9875a4bd
Required,09-May-2022,location.href = '/disclosure/Inspection/Details/04a85d9d-ff02-4d48-8c75-9f2b288b594b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/04a85d9d-ff02-4d48-8c75-9f2b288b594b,https://disclosure55.wechu.org/disclosure/Facility/Details/4d091fe3-e16c-48d3-bed5-5c5d9875a4bd
Required,08-Apr-2024,location.href = '/disclosure/Inspection/Details/8b21262e-1c69-4398-88cd-59d1a78077f9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/8b21262e-1c69-4398-88cd-59d1a78077f9,https://disclosure55.wechu.org/disclosure/Facility/Details/3db6d616-fc07-474e-88b5-64aa13c0ef66
Required,05-Jan-2023,location.href = '/disclosure/Inspection/Details/bed3f0e1-ea61-4f33-b8a3-d3f5142e305d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/bed3f0e1-ea61-4f33-b8a3-d3f5142e305d,https://disclosure55.wechu.org/disclosure/Facility/Details/3db6d616-fc07-474e-88b5-64aa13c0ef66
Required,14-Dec-2023,location.href = '/disclosure/Inspection/Details/4f271d1f-0d0e-425d-85b2-3a3a41e9a0e3' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4f271d1f-0d0e-425d-85b2-3a3a41e9a0e3,https://disclosure55.wechu.org/disclosure/Facility/Details/3165069c-ff16-4a70-ab0c-f6474576ec72
Required,17-Jan-2023,location.href = '/disclosure/Inspection/Details/92779c89-09b9-4c20-b3f4-134eb20a5716' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/92779c89-09b9-4c20-b3f4-134eb20a5716,https://disclosure55.wechu.org/disclosure/Facility/Details/3165069c-ff16-4a70-ab0c-f6474576ec72
Required,01-Mar-2024,location.href = '/disclosure/Inspection/Details/e21096e7-218b-4e10-a91d-bc83dea682b7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e21096e7-218b-4e10-a91d-bc83dea682b7,https://disclosure55.wechu.org/disclosure/Facility/Details/eb4781eb-01ab-443c-a660-443bdf76cb47
Required,23-Jan-2024,location.href = '/disclosure/Inspection/Details/7124b07c-043c-4ad8-a329-228bb52090ce' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7124b07c-043c-4ad8-a329-228bb52090ce,https://disclosure55.wechu.org/disclosure/Facility/Details/5151ee71-b8bf-40dc-b3dd-8dd66e818013
Re-Inspection,23-Jan-2024,location.href = '/disclosure/Inspection/Details/8c4436dc-b2da-49f0-a4d1-6505468da0a6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/8c4436dc-b2da-49f0-a4d1-6505468da0a6,https://disclosure55.wechu.org/disclosure/Facility/Details/5151ee71-b8bf-40dc-b3dd-8dd66e818013
Required,23-Oct-2023,location.href = '/disclosure/Inspection/Details/1cd708d2-04ce-4c37-8aaf-69ba204116d9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1cd708d2-04ce-4c37-8aaf-69ba204116d9,https://disclosure55.wechu.org/disclosure/Facility/Details/5151ee71-b8bf-40dc-b3dd-8dd66e818013
Required,29-May-2023,location.href = '/disclosure/Inspection/Details/c1119051-99a2-43df-9e19-ab9438885f8c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c1119051-99a2-43df-9e19-ab9438885f8c,https://disclosure55.wechu.org/disclosure/Facility/Details/5151ee71-b8bf-40dc-b3dd-8dd66e818013
Required,14-Oct-2022,location.href = '/disclosure/Inspection/Details/b6352381-9322-4a4c-9be4-98ad7f01fe9a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b6352381-9322-4a4c-9be4-98ad7f01fe9a,https://disclosure55.wechu.org/disclosure/Facility/Details/5151ee71-b8bf-40dc-b3dd-8dd66e818013
Required,17-Nov-2023,location.href = '/disclosure/Inspection/Details/a340dd0b-b491-4560-a7b7-400c71832293' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a340dd0b-b491-4560-a7b7-400c71832293,https://disclosure55.wechu.org/disclosure/Facility/Details/44f312bf-7913-4ec0-83bd-06a349e31c76
Re-Inspection,02-May-2023,location.href = '/disclosure/Inspection/Details/95332fb2-f2ae-4595-bc65-1dbcb831b2ee' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/95332fb2-f2ae-4595-bc65-1dbcb831b2ee,https://disclosure55.wechu.org/disclosure/Facility/Details/44f312bf-7913-4ec0-83bd-06a349e31c76
Required,27-Apr-2023,location.href = '/disclosure/Inspection/Details/be0f4287-359c-47c6-9acd-b2342d607927' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/be0f4287-359c-47c6-9acd-b2342d607927,https://disclosure55.wechu.org/disclosure/Facility/Details/44f312bf-7913-4ec0-83bd-06a349e31c76
Required,28-Oct-2022,location.href = '/disclosure/Inspection/Details/1d896717-cc23-4211-8f43-906430547d9c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1d896717-cc23-4211-8f43-906430547d9c,https://disclosure55.wechu.org/disclosure/Facility/Details/44f312bf-7913-4ec0-83bd-06a349e31c76
Re-Inspection,21-Feb-2024,location.href = '/disclosure/Inspection/Details/9c8407a0-6fb3-4a7b-b200-7da620843457' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9c8407a0-6fb3-4a7b-b200-7da620843457,https://disclosure55.wechu.org/disclosure/Facility/Details/7a3b6669-b198-45aa-8147-bc7a77ece254
Required,21-Feb-2024,location.href = '/disclosure/Inspection/Details/74bdf867-d5e7-4a73-8b49-7c70caead9da' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/74bdf867-d5e7-4a73-8b49-7c70caead9da,https://disclosure55.wechu.org/disclosure/Facility/Details/7a3b6669-b198-45aa-8147-bc7a77ece254
Required,19-Dec-2023,location.href = '/disclosure/Inspection/Details/7516c968-ba3e-4b90-acd6-167e414dd473' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7516c968-ba3e-4b90-acd6-167e414dd473,https://disclosure55.wechu.org/disclosure/Facility/Details/7a3b6669-b198-45aa-8147-bc7a77ece254
Required,06-Jun-2023,location.href = '/disclosure/Inspection/Details/714a5594-a46e-44ba-b294-3ba7075b57d1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/714a5594-a46e-44ba-b294-3ba7075b57d1,https://disclosure55.wechu.org/disclosure/Facility/Details/7a3b6669-b198-45aa-8147-bc7a77ece254
Required,02-Nov-2022,location.href = '/disclosure/Inspection/Details/d4b139ca-c949-4150-a665-97152b30d624' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d4b139ca-c949-4150-a665-97152b30d624,https://disclosure55.wechu.org/disclosure/Facility/Details/7a3b6669-b198-45aa-8147-bc7a77ece254
Required,14-Dec-2023,location.href = '/disclosure/Inspection/Details/cf5a1489-9541-4c6b-8df0-f6a78441c025' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/cf5a1489-9541-4c6b-8df0-f6a78441c025,https://disclosure55.wechu.org/disclosure/Facility/Details/b4587328-1f79-4805-8640-775880cf1662
Required,23-Apr-2024,location.href = '/disclosure/Inspection/Details/eacfc168-e9a9-4a72-9734-be7a55afd346' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/eacfc168-e9a9-4a72-9734-be7a55afd346,https://disclosure55.wechu.org/disclosure/Facility/Details/4e33351a-f2ec-4e82-b59b-a632d711428a
Required,12-Oct-2023,location.href = '/disclosure/Inspection/Details/ec46a1c7-0aff-4c62-a3fa-282d03508710' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ec46a1c7-0aff-4c62-a3fa-282d03508710,https://disclosure55.wechu.org/disclosure/Facility/Details/4e33351a-f2ec-4e82-b59b-a632d711428a
Required,05-Jul-2023,location.href = '/disclosure/Inspection/Details/5c6e8160-a3af-419f-8cfc-d5a276667fd5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5c6e8160-a3af-419f-8cfc-d5a276667fd5,https://disclosure55.wechu.org/disclosure/Facility/Details/4e33351a-f2ec-4e82-b59b-a632d711428a
Required,30-Apr-2024,location.href = '/disclosure/Inspection/Details/165421ec-b1fc-460e-9db3-20eda8cb3480' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/165421ec-b1fc-460e-9db3-20eda8cb3480,https://disclosure55.wechu.org/disclosure/Facility/Details/31f4355c-fbf1-4d74-8a03-8840c467b8e5
Required,30-Oct-2023,location.href = '/disclosure/Inspection/Details/6a6040e4-86a6-4a3f-a2e7-5a0e1cf2b6f2' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/6a6040e4-86a6-4a3f-a2e7-5a0e1cf2b6f2,https://disclosure55.wechu.org/disclosure/Facility/Details/31f4355c-fbf1-4d74-8a03-8840c467b8e5
Required,22-Jun-2023,location.href = '/disclosure/Inspection/Details/1fb73efd-a412-4284-80fe-60a9cd0156eb' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1fb73efd-a412-4284-80fe-60a9cd0156eb,https://disclosure55.wechu.org/disclosure/Facility/Details/31f4355c-fbf1-4d74-8a03-8840c467b8e5
Required,30-Oct-2023,location.href = '/disclosure/Inspection/Details/54cbdf99-f111-48b5-8f17-58b2dad7d96d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/54cbdf99-f111-48b5-8f17-58b2dad7d96d,https://disclosure55.wechu.org/disclosure/Facility/Details/7de11416-46be-4fad-b9a3-9749a54dd221
Re-Inspection,01-Jun-2022,location.href = '/disclosure/Inspection/Details/ea7b9256-f920-4057-8e8d-9ef1a3ccf62e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ea7b9256-f920-4057-8e8d-9ef1a3ccf62e,https://disclosure55.wechu.org/disclosure/Facility/Details/d8bd805b-18f5-4f28-a1a8-f6ee9eaf30cc
Required,11-May-2022,location.href = '/disclosure/Inspection/Details/ae674535-fca8-4b61-9108-de9b92178c6d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ae674535-fca8-4b61-9108-de9b92178c6d,https://disclosure55.wechu.org/disclosure/Facility/Details/d8bd805b-18f5-4f28-a1a8-f6ee9eaf30cc
Required,02-Apr-2024,location.href = '/disclosure/Inspection/Details/915188e3-7528-4d38-84a0-7fb7d60f08d6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/915188e3-7528-4d38-84a0-7fb7d60f08d6,https://disclosure55.wechu.org/disclosure/Facility/Details/88a8b8d1-b966-4f7b-8108-f4b12bade8f8
Required,08-Nov-2023,location.href = '/disclosure/Inspection/Details/82ea5854-a8dc-4e22-916d-3bc045f111ab' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/82ea5854-a8dc-4e22-916d-3bc045f111ab,https://disclosure55.wechu.org/disclosure/Facility/Details/88a8b8d1-b966-4f7b-8108-f4b12bade8f8
Required,28-Aug-2023,location.href = '/disclosure/Inspection/Details/96a7ff4d-c3cd-4ddb-8945-0629d3ca2a24' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/96a7ff4d-c3cd-4ddb-8945-0629d3ca2a24,https://disclosure55.wechu.org/disclosure/Facility/Details/88a8b8d1-b966-4f7b-8108-f4b12bade8f8
Required,02-Mar-2023,location.href = '/disclosure/Inspection/Details/028bb355-cd3f-44e0-aa96-26bab47d0e8b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/028bb355-cd3f-44e0-aa96-26bab47d0e8b,https://disclosure55.wechu.org/disclosure/Facility/Details/88a8b8d1-b966-4f7b-8108-f4b12bade8f8
Re-Inspection,05-Apr-2024,location.href = '/disclosure/Inspection/Details/6e495f47-e5af-405f-bdd6-7bf3a80b184e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/6e495f47-e5af-405f-bdd6-7bf3a80b184e,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Re-Inspection,22-Mar-2024,location.href = '/disclosure/Inspection/Details/934c6bf0-bae6-4c62-aef4-caef1f3a7934' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/934c6bf0-bae6-4c62-aef4-caef1f3a7934,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Required,14-Mar-2024,location.href = '/disclosure/Inspection/Details/651c2634-96e0-407a-9fff-554cdeae5b39' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/651c2634-96e0-407a-9fff-554cdeae5b39,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Re-Inspection,06-Dec-2023,location.href = '/disclosure/Inspection/Details/5d60a300-cffb-4119-9c4e-2941203735d1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5d60a300-cffb-4119-9c4e-2941203735d1,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Required,04-Dec-2023,location.href = '/disclosure/Inspection/Details/e01d7465-f0e5-4202-9825-94ac2336c9ff' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e01d7465-f0e5-4202-9825-94ac2336c9ff,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Re-Inspection,24-Feb-2023,location.href = '/disclosure/Inspection/Details/80c801ec-0a71-42e5-acb4-63014fde1321' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/80c801ec-0a71-42e5-acb4-63014fde1321,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Required,16-Feb-2023,location.href = '/disclosure/Inspection/Details/3657f7ae-921e-4de5-9d48-8871ddffd5a1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3657f7ae-921e-4de5-9d48-8871ddffd5a1,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Required,28-Mar-2024,location.href = '/disclosure/Inspection/Details/e7553a8b-6ac9-463e-9105-d66f65789a89' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e7553a8b-6ac9-463e-9105-d66f65789a89,https://disclosure55.wechu.org/disclosure/Facility/Details/45e67985-8419-4062-b8cf-2ab0a9b3085b
Required,22-Nov-2023,location.href = '/disclosure/Inspection/Details/a8298db7-b3d1-4738-93e7-bc62b293f27d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a8298db7-b3d1-4738-93e7-bc62b293f27d,https://disclosure55.wechu.org/disclosure/Facility/Details/45e67985-8419-4062-b8cf-2ab0a9b3085b
Required,18-Aug-2023,location.href = '/disclosure/Inspection/Details/4b2cb07a-37b2-4b07-97bb-f304627d89f7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4b2cb07a-37b2-4b07-97bb-f304627d89f7,https://disclosure55.wechu.org/disclosure/Facility/Details/45e67985-8419-4062-b8cf-2ab0a9b3085b
Required,05-Apr-2023,location.href = '/disclosure/Inspection/Details/9617e000-0605-46af-b2d5-17e74b01b99c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9617e000-0605-46af-b2d5-17e74b01b99c,https://disclosure55.wechu.org/disclosure/Facility/Details/45e67985-8419-4062-b8cf-2ab0a9b3085b
Required,26-Jan-2023,location.href = '/disclosure/Inspection/Details/3dba35aa-88d7-4dac-a7e8-7325bb11b687' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3dba35aa-88d7-4dac-a7e8-7325bb11b687,https://disclosure55.wechu.org/disclosure/Facility/Details/45e67985-8419-4062-b8cf-2ab0a9b3085b
Required,12-Oct-2023,location.href = '/disclosure/Inspection/Details/361e6bb2-db9d-4239-96d9-9e239c906428' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/361e6bb2-db9d-4239-96d9-9e239c906428,https://disclosure55.wechu.org/disclosure/Facility/Details/26286b74-bf3c-4325-ac7b-ae1f72a8e4ac
Required,25-Jul-2022,location.href = '/disclosure/Inspection/Details/ebff5577-d1df-4974-8fe0-c43c4b74714e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ebff5577-d1df-4974-8fe0-c43c4b74714e,https://disclosure55.wechu.org/disclosure/Facility/Details/26286b74-bf3c-4325-ac7b-ae1f72a8e4ac
Required,02-Feb-2024,location.href = '/disclosure/Inspection/Details/04419583-ae1b-452c-97b7-524d72cabdb8' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/04419583-ae1b-452c-97b7-524d72cabdb8,https://disclosure55.wechu.org/disclosure/Facility/Details/08008042-ea6a-49c3-ba8a-378e6dce5fd8
Required,07-Mar-2024,location.href = '/disclosure/Inspection/Details/a0c72cd5-96b8-4eda-9f16-7d8df2812527' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a0c72cd5-96b8-4eda-9f16-7d8df2812527,https://disclosure55.wechu.org/disclosure/Facility/Details/70371c5d-2c5b-4e25-a868-b1bdf329f060
Required,23-Nov-2023,location.href = '/disclosure/Inspection/Details/83b610c0-e53d-49f0-bdca-63c8dc8649f4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/83b610c0-e53d-49f0-bdca-63c8dc8649f4,https://disclosure55.wechu.org/disclosure/Facility/Details/70371c5d-2c5b-4e25-a868-b1bdf329f060
Required,24-Feb-2023,location.href = '/disclosure/Inspection/Details/cb3a5d34-e798-48f4-8f10-8434a1ea8389' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/cb3a5d34-e798-48f4-8f10-8434a1ea8389,https://disclosure55.wechu.org/disclosure/Facility/Details/70371c5d-2c5b-4e25-a868-b1bdf329f060
Re-Inspection,29-Aug-2022,location.href = '/disclosure/Inspection/Details/521e74f7-e323-47fa-adef-3db6bd805d01' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/521e74f7-e323-47fa-adef-3db6bd805d01,https://disclosure55.wechu.org/disclosure/Facility/Details/70371c5d-2c5b-4e25-a868-b1bdf329f060
Required,18-Aug-2022,location.href = '/disclosure/Inspection/Details/1df9d3ed-4a08-4b1a-9c76-3f7f496bdaca' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1df9d3ed-4a08-4b1a-9c76-3f7f496bdaca,https://disclosure55.wechu.org/disclosure/Facility/Details/70371c5d-2c5b-4e25-a868-b1bdf329f060
Required,21-Feb-2024,location.href = '/disclosure/Inspection/Details/b825af1d-d696-406c-a9db-358f088f961c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b825af1d-d696-406c-a9db-358f088f961c,https://disclosure55.wechu.org/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43
Re-Inspection,13-Nov-2023,location.href = '/disclosure/Inspection/Details/e65db75b-d87f-46f6-ab9e-ee2042d6949e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e65db75b-d87f-46f6-ab9e-ee2042d6949e,https://disclosure55.wechu.org/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43
Required,13-Oct-2023,location.href = '/disclosure/Inspection/Details/2dce1ebd-b145-4836-b47f-2aafebd79915' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2dce1ebd-b145-4836-b47f-2aafebd79915,https://disclosure55.wechu.org/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43
Required,27-Jan-2023,location.href = '/disclosure/Inspection/Details/9e26958e-e37f-4b9f-bcfa-7a0439f94a4c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9e26958e-e37f-4b9f-bcfa-7a0439f94a4c,https://disclosure55.wechu.org/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43
Re-Inspection,25-Oct-2022,location.href = '/disclosure/Inspection/Details/9851eb8f-68eb-4c13-90ee-4d62a32b4b44' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9851eb8f-68eb-4c13-90ee-4d62a32b4b44,https://disclosure55.wechu.org/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43
Required,17-Oct-2022,location.href = '/disclosure/Inspection/Details/861a2c85-3851-4c77-8523-01b54b3c7b26' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/861a2c85-3851-4c77-8523-01b54b3c7b26,https://disclosure55.wechu.org/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43
