url_inspection_full,inspection_results,actions_taken
https://healthinspect.ca/Portal/Inspection/Details/d155cba5-72ac-4846-b6ee-3e9234c484e8,No results to show,"Satisfactory - No Action Required
Opening Inspection
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/de66b72e-7438-481b-a0e2-3a1a47a2d5d0,"Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
Corrected During Inspection",Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/824cdc3a-5a3e-4a1a-871b-6dae15fe4468,"Food protected from contamination and adulteration Corrected During Inspection
Food premises maintenance
ensure that the ventilation system is maintained to provide for the elimination of odours, fumes, vapours, smoke and excessive heat
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/e85c0b59-a6c4-44bd-bac7-c5e95f0433ee,"Food protected from contamination and adulteration Corrected During Inspection
Sanitizing food contact surfaces and equipment Corrected During Inspection","Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/1f4d4822-383e-453a-9bc4-63c01aa13c34,"Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
ensure that the ventilation system is maintained to provide for the elimination of odours, fumes, vapours, smoke and excessive heat
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/5b594e8a-6731-45aa-a07d-31f5bb925ab8,"Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
ensure that the ventilation system is maintained to provide for the elimination of odours, fumes, vapours, smoke and excessive heat
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/1b822286-cf94-4189-a1b4-2c547caaffdd,"Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
ensure that the ventilation system is maintained to provide for the elimination of odours, fumes, vapours, smoke and excessive heat
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/1ba10b36-1dc5-4d6e-87ab-b94b9383416f,"Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO
Temperature control for storage of potentially hazardous foods NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/88f31fe7-feb9-48eb-a3fc-f804c8fb5804,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/74c50c0b-6fe3-471f-83cb-9137c2225c72,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/39300579-cf20-42ab-aee8-6609bdd5fd3b,No results to show,"Satisfactory - No Action Required
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/d4f42499-6a85-4992-9be6-a7e8992e9b7d,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/ed82a235-4e43-4bc5-81cc-5b22d4535f32,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/71bc8bd9-43c1-4889-a30f-5ddcb75d4f0a,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/de35eeed-9dd9-477b-b4da-8031693bb8db,"Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
NO
Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
NO
Acceptable sanitizing method and testing
ensure that the method of sanitization is appropriate.
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/9cc4f6fa-2783-4053-90e7-b313e4265f6d,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/53a0b9aa-07f8-4ca8-b93c-31cb597202bf,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/7ee9e17b-7ba2-4520-af44-34806435f89f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/13565cfe-263e-448e-9242-c22527e336b4,"Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
Corrected During Inspection
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 60°C and higher
ensure frozen foods are kept in a frozen state until sold or prepared for use
NO
Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
Corrected During Inspection
Food premises maintenance
ensure that furniture, equipment and appliances are so constructed and arranged as to permit thorough cleaning
NO
Food premises free of conditions that attract pests
ensure premises free from conditions that could lead to the harbouring or breeding of pests.
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/c5c6a454-133b-4be4-bac0-8a15c18d2a3b,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/7f06103c-7664-40ed-80aa-3cf720425b76,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/81494fcb-3449-4c29-b85e-4271210fdef7,"Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/874eb684-3a98-4986-b4e3-fd9e23b0ccd0,"Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
ensure that furniture, equipment and appliances are so constructed and arranged as to permit thorough cleaning
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/c23e132d-4828-4e14-94cb-feefb3c18040,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/d8db75a6-1592-493b-82e6-4e524b70bef6,"Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
ensure refrigeration or hot-holding equipment used to store potentially hazardous foods are of sufficient size and maintains appropriate temperatures.
Corrected During Inspection","Satisfactory - No Action Required
Certified Foodhandler On Site
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/c282fc1b-09be-4c37-a1fd-4f43f9305f51,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/90f3960b-ea85-4982-bd08-5e6f222c3baa,"Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
NO
Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/5bf8a11f-7628-474e-8694-02d88afea02b,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/7a53a65d-9b38-4d88-a254-c2978bbfb3cb,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/d2f2d733-a12e-4e83-99ee-6369b8ce1f45,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/02729f66-ed68-49e7-a5dd-4e2ca25250d6,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/30e4cf42-0c30-47cc-b400-05e8fe68c318,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/cd5799b2-9391-435c-9a13-66206d1b87d2,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/6e761c4c-81e7-4ac3-b9b8-204be0ef1ede,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/d6fd8c55-230f-4e33-a278-24efd711fc7d,"Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/e12df176-b253-4a78-923f-217e2a2e0f35,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/0c3c5cc6-8fd2-43ee-ac29-b4e4c71fd633,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/3d753fa7-6880-4f28-aa4b-fb7839d546e5,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/dcec65e8-c0e8-441a-a423-c5be5d96ae1c,No results to show,"Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/df3c6105-4fde-431e-b2da-6143e0ff7b90,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/aefc5b2b-2739-494b-b895-541d151ae283,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/63c9773f-103b-4301-a7a2-34095d8b42d1,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/a39c27d2-f383-4faf-807c-27462a286f63,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/718f03a8-f8b9-412c-bcc4-24a8b4dfb3cd,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/85e33001-d704-4636-9fa0-77f833c93b40,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/3690c2b2-9a0c-4073-9ca2-5f84dd81b550,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/24aff799-4945-4a4b-aaa9-03a8b739ef39,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/b7e18679-919a-4b41-ba3f-f88c83e5310c,"Food premises maintenance
ensure that furniture, equipment and appliances are so constructed and arranged as to permit thorough cleaning
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/2529892f-bc27-48ae-8e6f-d4834cdad35b,Food protected from contamination and adulteration Corrected During Inspection,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/b9a9a3c2-a328-4f7c-a40f-53b8e30c32ea,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/73068cff-dd98-4c24-ae3e-86da8bc0a4dd,"Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/730f416e-d1b7-490a-90b3-4595aac57cb5,"Sanitizing food contact surfaces and equipment
ensure that the method of sanitization is appropriate
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/c0281ea7-9702-4b9d-83aa-3acf9330ad65,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/65750a0b-4292-426d-9564-79639e1b5eb7,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/4af9d41c-e430-4389-a66e-3b736c111722,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/f70bc151-206d-4ca7-9e79-f8393b238d85,"Food handler training NO
Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
NO
Acceptable sanitizing method and testing Corrected During Inspection","Report Reviewed - Action Required
No Certified Food Handler On Site"
https://healthinspect.ca/Portal/Inspection/Details/bb0f0edb-fd43-48ec-9ac8-1a719368778f,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/35ae0984-83db-4b5d-ac10-3d599b28b6b7,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/a93c75e9-5246-41ba-bdb8-8ffecf2ea63d,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/d25b6b9a-439a-43c1-9d58-a1e7cd5b266b,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/8bd8d975-20cf-4399-86c1-0b2d8473d97f,"Sanitary facilities maintenance
ensure sanitary facilities are kept sanitary, properly equipped and in good repair at all times
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/8dfb9b30-61e6-4703-bb13-4cdb757d2f3a,"Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
Corrected During Inspection
Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/1184d35d-eb92-44ae-bfec-82a6ddfd1a14,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/8627f159-1b3b-4e52-a7c6-ab09a2aa2b5c,No results to show,"Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/90dd4809-203a-4045-8052-40a2deb6e586,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/634fdc87-e07d-4a9a-9063-dec256576ea9,"Food handler training
ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
NO
Results of inspections posted Corrected During Inspection
Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
Corrected During Inspection","Report Reviewed - Action Required
No Certified Food Handler On Site
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/7969f1c8-6a1e-4271-9ea2-6a93fd295a5b,"Sanitary facilities maintenance
ensure sanitary facilities are kept sanitary, properly equipped and in good repair at all times
Corrected During Inspection
Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
Corrected During Inspection
Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/a1d42023-f759-4c10-8522-392020fdfff5,"Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
ensure that furniture, equipment and appliances are so constructed and arranged as to permit thorough cleaning
NO
Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/e901a370-982e-44b7-9998-bf76844b6987,"Results of inspections posted
ensure that the results of any inspections conducted by a Public Health Inspector are posted in accordance with the inspector’s request including information on how to access inspection results
Corrected During Inspection
Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO
Food handler training
ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
NO",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/39552055-922f-48fd-b277-33983321c4dd,No results to show,"Report Reviewed - Action Required
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/7818510f-7566-4de7-9c62-62b2b80868ab,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/86792086-19a9-4386-9d3b-0ecabcd1222a,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/1384eeb3-512f-478d-967f-9c22a0b4bba8,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/e6bfb35a-0838-4fa5-8808-b85007d02af1,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/dbb991f4-4f88-4d5b-a38b-fdd7d3e318d0,"Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
NO",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/160551ca-2f58-439f-8899-54783023ee65,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/60d87b56-45a1-4c68-9a71-935e82eea444,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/e31b33a7-457e-4d13-948a-a509948cd409,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/c1c0db32-9d9d-4751-84e3-a417bed64ca4,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/4c523c56-9768-418b-b3cc-e09e0d16f6fb,"Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/d66704c3-2e15-4651-8e32-a818193115be,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/fd142d53-e584-4e93-ae84-8737586935fa,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/01abf42d-3cec-44cb-bc7f-8359a7951552,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/e42d8f51-56a3-44e3-a08c-cd981ab0135f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/11817ec9-0c91-44fc-aba8-52901749ed02,"Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
NO",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/ccfa275d-3e1c-4f77-b570-aca732ff6d63,"Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/6381c2b0-3faa-47e5-888b-519b9aafe64b,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/2c420526-eec5-4031-80e4-14acb346aad8,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/e39ece1b-6500-4072-ace5-fff13f3b0844,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/7125970d-b8dc-470b-bc62-95ef09f612c6,"Eggs
ensure eggs from domestic hens are not ungraded or Grade ""C""
Corrected During Inspection
Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/1ef486a7-a12f-4616-bec1-c17e4b0ff716,"Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
Corrected During Inspection
Food premises has pest control program and no live animals
ensure protection against the entry of pests
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/43f41413-48d8-4f96-9f16-ff18cc83b091,"Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
Corrected During Inspection
Storage of food
cover all food in storage
Corrected During Inspection","Satisfactory - No Action Required
Certified Foodhandler On Site"
