url_inspection_full,inspection_results,actions_taken
https://checkbeforeyougo.phsd.ca/Inspection/Details/fa290f03-39f9-4fb3-8939-13e8c8d7fcfc,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/1c4bc09e-c231-4713-9573-90b308ea896a,"Problems Noted - See Requirements - Re-Inspection Scheduled
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/e586e202-ddc8-4bff-9037-8f46c1ae6219,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/f6e088da-64dd-41d1-a451-bc7450660188,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/7e8cfad7-ff5a-4de6-a8a1-d8e8a8f4177b,"Problems Noted - See Requirements - Re-Inspection Scheduled
Product Seized & Destroyed
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/f3bb3207-55eb-490e-8571-05036f0194ae,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/c77538c4-4be3-471d-9190-8c9775dfaee4,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/8ac26f17-473e-4388-bec7-89bacf3c8362,Problems Noted - No Further Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/676f136a-78d7-4f1d-9f7f-7ea75286a212,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/a68c5257-3fda-4164-a8ca-78272f919c14,"Pest Control
The food premises is protected against the entry of pests and kept free of conditions that lead to the harbouring or breeding of pests. Not in compliance.
Mechanical Dishwashers
Mechanical dishwashers are constructed, designed and maintained so that the wash water and the sanitizing rinse is operated in accordance with subsections 20(1), 20(2), or 20(3) of the Regulation. Not in compliance.
Food Handler Training
Every operator of a food service premises ensures that there is at least one food handler or supervisor on the premises who has completed food handler training during every hour in which the premises is operating. Not in compliance.","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/19038c72-c24d-4d77-b49f-ce0f505134cd,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/a83ff7c6-99a8-4948-802e-159e3b05634d,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/3081ee14-af06-46e1-8746-3e869d614005,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/105986d0-7165-4010-9327-53c7c21ed49d,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/1c1b3dee-aaae-46ae-91ad-b718c65b46c8,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/dbee1e63-b7b5-4da8-9d01-ee26a756f27e,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/ed0230e7-c672-46fe-aa00-cf7575c0529a,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/8fa2ea37-93ed-4adb-87d3-cb4d56ca509c,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/8d517461-f611-4cfc-9b65-1225e95deb01,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/ff6d9ff6-7c36-46b2-b62f-2480d016b609,Education / Educational Materials Provided,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/b5e6486e-8a9e-4951-813a-18732acc8e7f,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/67b4bb3a-8c61-4c5f-8a43-a37cd8a7b364,Problems Noted - No Further Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/915c507d-3bfd-4ddd-a64a-fcac6fd514da,"Education / Educational Materials Provided
Problems Noted - No Further Action Required","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/d83685d9-1369-49bc-b939-fddc562eac4d,"Utensil Sanitization
Utensils are sanitized in accordance with section 19 of the Regulation. Corrected During Inspection","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/599df405-4274-4e60-a2b9-8723b8b6003c,"Education / Educational Materials Provided
Problems Noted - No Further Action Required","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/c6a4d69a-560e-4c06-8e33-44c21a4ad594,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/4bf439d8-1f8f-478f-9f06-1dd7d29ad429,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/5926be01-1565-4713-85ff-111b88e51e7b,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/ed2f2f65-8691-46fe-9d7f-27cabbd7785c,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/315c45f0-ded8-43ee-a0db-d5f21ae1e04c,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/e330888c-fc9a-4600-a32d-009a7edcc069,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/41eeae65-8ed4-45c4-b842-2a488f6deded,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/52622f91-397d-4da9-bd40-c1875dcb3250,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/c5a00246-6ef6-4c13-b485-4d6fa75da345,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/f66f8304-6ac6-462b-bcaa-80ee352c9594,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/f3f3fba4-0615-4259-9f59-3c83b5ef6507,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/1b2b5260-adca-4b6f-90df-f629df33001b,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/02f0935c-88a8-4f9f-9f4f-3dfeeedba62c,"Problems Noted - See Requirements - Re-Inspection Scheduled
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/ba6c6fcf-d61d-402a-a3bd-3df09e8e22a3,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/8c6bd536-4c09-4140-8239-8a85282b2fce,Problems Noted - No Further Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/45a9c608-20ef-4987-94f8-44b53cf678af,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/5402486b-e958-4214-b2bc-99246a0c95b7,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/7a02cf7d-7a5f-4598-9d20-0a7661ea1f8b,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/184c666a-a48b-4cd2-ac8c-5b14321da197,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/a4006955-2f3b-4579-9f6e-a152d5171fa2,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/337d2666-f608-44db-861e-4e4f16c052ae,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/82a743c4-2ff2-413c-b5f3-2857c7649587,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/2c0f23ed-93e6-4e5c-a405-fa3996190120,Problems Noted - See Requirements - Re-Inspection Scheduled,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/8fab350e-8f3a-498b-a6d8-4b27d28f6043,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/0ca45a08-81f4-493d-91ac-b3c513a74787,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/c744acb2-1379-457e-8f60-d84da7e8907a,"Satisfactory - No Action Required
Education / Educational Materials Provided","Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/048b62f7-4693-4268-8bde-568952e94c9a,No infractions observed at the time of this inspection.,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
https://checkbeforeyougo.phsd.ca/Inspection/Details/678ddb41-5134-447c-b4ef-c5f57373b6ae,Satisfactory - No Action Required,"Information is being collected under the authority of the Health Protection and Promotion Act and will be used by Public Health Sudbury & Districts for compliance follow-up, statistical analysis and evaluation purposes, and may be shared with the Ministry of Health for similar purposes. Direct any questions about this collection of information to the Food Safety Program Manager at 705.522.9200, ext. 398 (toll-free 1.866.522.9200)."
